GrandPrix,LapNumber,Compound,TyreLife,TrackTemp,LapTime_Seconds
Bahrain,48.0,HARD,18.0,23.652866242038222,97.117
Bahrain,49.0,HARD,19.0,23.652866242038222,97.726
Bahrain,50.0,HARD,20.0,23.652866242038222,97.784
Bahrain,51.0,HARD,21.0,23.652866242038222,97.091
Bahrain,52.0,HARD,22.0,23.652866242038222,98.631
Bahrain,53.0,HARD,23.0,23.652866242038222,97.145
Bahrain,54.0,HARD,24.0,23.652866242038222,98.707
Bahrain,55.0,HARD,25.0,23.652866242038222,97.393
Bahrain,56.0,HARD,26.0,23.652866242038222,97.415
Bahrain,2.0,SOFT,2.0,23.652866242038222,99.059
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.744
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.503
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.664
Bahrain,6.0,SOFT,6.0,23.652866242038222,99.099
Bahrain,7.0,SOFT,7.0,23.652866242038222,99.078
Bahrain,8.0,SOFT,8.0,23.652866242038222,99.287
Bahrain,9.0,SOFT,9.0,23.652866242038222,99.452
Bahrain,11.0,SOFT,11.0,23.652866242038222,98.656
Bahrain,12.0,SOFT,12.0,23.652866242038222,101.456
Bahrain,13.0,HARD,1.0,23.652866242038222,124.565
Bahrain,14.0,HARD,2.0,23.652866242038222,97.689
Bahrain,15.0,HARD,3.0,23.652866242038222,97.492
Bahrain,16.0,HARD,4.0,23.652866242038222,97.521
Bahrain,17.0,HARD,5.0,23.652866242038222,97.949
Bahrain,18.0,HARD,6.0,23.652866242038222,97.791
Bahrain,19.0,HARD,7.0,23.652866242038222,97.702
Bahrain,20.0,HARD,8.0,23.652866242038222,98.036
Bahrain,21.0,HARD,9.0,23.652866242038222,98.094
Bahrain,22.0,HARD,10.0,23.652866242038222,97.868
Bahrain,23.0,HARD,11.0,23.652866242038222,98.104
Bahrain,24.0,HARD,12.0,23.652866242038222,98.192
Bahrain,25.0,HARD,13.0,23.652866242038222,98.16
Bahrain,26.0,HARD,14.0,23.652866242038222,98.379
Bahrain,27.0,HARD,15.0,23.652866242038222,98.4
Bahrain,28.0,HARD,16.0,23.652866242038222,98.615
Bahrain,29.0,HARD,17.0,23.652866242038222,98.55
Bahrain,30.0,HARD,18.0,23.652866242038222,98.832
Bahrain,31.0,HARD,19.0,23.652866242038222,100.432
Bahrain,32.0,HARD,1.0,23.652866242038222,119.77
Bahrain,33.0,HARD,2.0,23.652866242038222,96.112
Bahrain,34.0,HARD,3.0,23.652866242038222,96.622
Bahrain,35.0,HARD,4.0,23.652866242038222,96.313
Bahrain,36.0,HARD,5.0,23.652866242038222,96.45
Bahrain,37.0,HARD,6.0,23.652866242038222,96.629
Bahrain,38.0,HARD,7.0,23.652866242038222,96.802
Bahrain,39.0,HARD,8.0,23.652866242038222,96.537
Bahrain,40.0,HARD,9.0,23.652866242038222,96.742
Bahrain,41.0,HARD,10.0,23.652866242038222,96.571
Bahrain,42.0,HARD,11.0,23.652866242038222,96.631
Bahrain,43.0,HARD,12.0,23.652866242038222,99.291
Bahrain,44.0,SOFT,1.0,23.652866242038222,116.481
Bahrain,45.0,SOFT,2.0,23.652866242038222,94.805
Bahrain,46.0,SOFT,3.0,23.652866242038222,95.293
Bahrain,47.0,SOFT,4.0,23.652866242038222,95.341
Bahrain,48.0,SOFT,5.0,23.652866242038222,95.411
Bahrain,49.0,SOFT,6.0,23.652866242038222,95.511
Bahrain,50.0,SOFT,7.0,23.652866242038222,95.228
Bahrain,51.0,SOFT,8.0,23.652866242038222,95.334
Bahrain,52.0,SOFT,9.0,23.652866242038222,95.511
Bahrain,53.0,SOFT,10.0,23.652866242038222,95.389
Bahrain,54.0,SOFT,11.0,23.652866242038222,95.853
Bahrain,55.0,SOFT,12.0,23.652866242038222,95.908
Bahrain,56.0,SOFT,13.0,23.652866242038222,96.086
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.259
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.837
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.643
Bahrain,5.0,SOFT,5.0,23.652866242038222,100.087
Bahrain,6.0,SOFT,6.0,23.652866242038222,99.206
Bahrain,7.0,SOFT,7.0,23.652866242038222,98.654
Bahrain,8.0,SOFT,8.0,23.652866242038222,98.968
Bahrain,9.0,SOFT,9.0,23.652866242038222,99.425
Bahrain,11.0,SOFT,11.0,23.652866242038222,99.187
Bahrain,12.0,SOFT,12.0,23.652866242038222,103.145
Bahrain,13.0,HARD,1.0,23.652866242038222,121.081
Bahrain,14.0,HARD,2.0,23.652866242038222,96.454
Bahrain,15.0,HARD,3.0,23.652866242038222,97.287
Bahrain,16.0,HARD,4.0,23.652866242038222,97.718
Bahrain,17.0,HARD,5.0,23.652866242038222,97.765
Bahrain,18.0,HARD,6.0,23.652866242038222,97.918
Bahrain,19.0,HARD,7.0,23.652866242038222,97.662
Bahrain,20.0,HARD,8.0,23.652866242038222,98.285
Bahrain,21.0,HARD,9.0,23.652866242038222,97.73
Bahrain,22.0,HARD,10.0,23.652866242038222,97.998
Bahrain,23.0,HARD,11.0,23.652866242038222,98.18
Bahrain,24.0,HARD,12.0,23.652866242038222,98.146
Bahrain,25.0,HARD,13.0,23.652866242038222,98.262
Bahrain,26.0,HARD,14.0,23.652866242038222,98.308
Bahrain,27.0,HARD,15.0,23.652866242038222,98.426
Bahrain,28.0,HARD,16.0,23.652866242038222,98.595
Bahrain,29.0,HARD,17.0,23.652866242038222,98.654
Bahrain,30.0,HARD,18.0,23.652866242038222,101.252
Bahrain,32.0,HARD,2.0,23.652866242038222,96.763
Bahrain,33.0,HARD,3.0,23.652866242038222,96.202
Bahrain,34.0,HARD,4.0,23.652866242038222,98.009
Bahrain,35.0,HARD,5.0,23.652866242038222,96.578
Bahrain,36.0,HARD,6.0,23.652866242038222,96.792
Bahrain,37.0,HARD,7.0,23.652866242038222,98.008
Bahrain,38.0,HARD,8.0,23.652866242038222,97.774
Bahrain,39.0,HARD,9.0,23.652866242038222,97.189
Bahrain,40.0,HARD,10.0,23.652866242038222,97.393
Bahrain,41.0,HARD,11.0,23.652866242038222,96.437
Bahrain,42.0,HARD,12.0,23.652866242038222,96.374
Bahrain,43.0,HARD,13.0,23.652866242038222,96.569
Bahrain,44.0,HARD,14.0,23.652866242038222,96.63
Bahrain,45.0,HARD,15.0,23.652866242038222,96.663
Bahrain,46.0,HARD,16.0,23.652866242038222,96.297
Bahrain,47.0,HARD,17.0,23.652866242038222,96.604
Bahrain,48.0,HARD,18.0,23.652866242038222,96.765
Bahrain,49.0,HARD,19.0,23.652866242038222,96.91
Bahrain,50.0,HARD,20.0,23.652866242038222,96.91
Bahrain,51.0,HARD,21.0,23.652866242038222,96.819
Bahrain,52.0,HARD,22.0,23.652866242038222,96.949
Bahrain,53.0,HARD,23.0,23.652866242038222,99.035
Bahrain,54.0,HARD,24.0,23.652866242038222,97.095
Bahrain,55.0,HARD,25.0,23.652866242038222,97.205
Bahrain,56.0,HARD,26.0,23.652866242038222,97.956
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.481
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.707
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.39
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.757
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.582
Bahrain,7.0,SOFT,7.0,23.652866242038222,99.464
Bahrain,8.0,SOFT,8.0,23.652866242038222,99.58
Bahrain,9.0,SOFT,9.0,23.652866242038222,99.366
Bahrain,11.0,HARD,1.0,23.652866242038222,132.438
Bahrain,12.0,HARD,2.0,23.652866242038222,98.493
Bahrain,13.0,HARD,3.0,23.652866242038222,100.989
Bahrain,14.0,HARD,4.0,23.652866242038222,101.47
Bahrain,15.0,HARD,5.0,23.652866242038222,97.594
Bahrain,16.0,HARD,6.0,23.652866242038222,101.37
Bahrain,17.0,HARD,7.0,23.652866242038222,99.758
Bahrain,18.0,HARD,8.0,23.652866242038222,98.077
Bahrain,19.0,HARD,9.0,23.652866242038222,97.742
Bahrain,20.0,HARD,10.0,23.652866242038222,97.82
Bahrain,21.0,HARD,11.0,23.652866242038222,98.009
Bahrain,22.0,HARD,12.0,23.652866242038222,97.728
Bahrain,23.0,HARD,13.0,23.652866242038222,97.621
Bahrain,24.0,HARD,14.0,23.652866242038222,99.437
Bahrain,25.0,HARD,15.0,23.652866242038222,99.093
Bahrain,26.0,HARD,16.0,23.652866242038222,97.859
Bahrain,27.0,HARD,17.0,23.652866242038222,98.288
Bahrain,28.0,HARD,18.0,23.652866242038222,100.535
Bahrain,29.0,HARD,1.0,23.652866242038222,121.581
Bahrain,30.0,HARD,2.0,23.652866242038222,95.715
Bahrain,31.0,HARD,3.0,23.652866242038222,96.713
Bahrain,32.0,HARD,4.0,23.652866242038222,96.563
Bahrain,33.0,HARD,5.0,23.652866242038222,97.433
Bahrain,34.0,HARD,6.0,23.652866242038222,96.475
Bahrain,35.0,HARD,7.0,23.652866242038222,96.859
Bahrain,36.0,HARD,8.0,23.652866242038222,96.462
Bahrain,37.0,HARD,9.0,23.652866242038222,96.785
Bahrain,38.0,HARD,10.0,23.652866242038222,96.732
Bahrain,39.0,HARD,11.0,23.652866242038222,97.016
Bahrain,40.0,HARD,12.0,23.652866242038222,99.817
Bahrain,41.0,SOFT,1.0,23.652866242038222,120.282
Bahrain,42.0,SOFT,2.0,23.652866242038222,94.735
Bahrain,43.0,SOFT,3.0,23.652866242038222,95.001
Bahrain,44.0,SOFT,4.0,23.652866242038222,95.13
Bahrain,45.0,SOFT,5.0,23.652866242038222,95.333
Bahrain,46.0,SOFT,6.0,23.652866242038222,95.939
Bahrain,47.0,SOFT,7.0,23.652866242038222,96.729
Bahrain,48.0,SOFT,8.0,23.652866242038222,95.688
Bahrain,49.0,SOFT,9.0,23.652866242038222,95.59
Bahrain,50.0,SOFT,10.0,23.652866242038222,95.66
Bahrain,51.0,SOFT,11.0,23.652866242038222,95.972
Bahrain,52.0,SOFT,12.0,23.652866242038222,95.987
Bahrain,53.0,SOFT,13.0,23.652866242038222,96.088
Bahrain,54.0,SOFT,14.0,23.652866242038222,99.614
Bahrain,55.0,SOFT,15.0,23.652866242038222,96.209
Austria,1.0,MEDIUM,1.0,46.420979020979026,74.401
Austria,2.0,MEDIUM,2.0,46.420979020979026,70.58
Austria,3.0,MEDIUM,3.0,46.420979020979026,70.441
Austria,4.0,MEDIUM,4.0,46.420979020979026,70.467
Austria,5.0,MEDIUM,5.0,46.420979020979026,70.193
Austria,6.0,MEDIUM,6.0,46.420979020979026,71.033
Austria,7.0,MEDIUM,7.0,46.420979020979026,70.682
Austria,8.0,MEDIUM,8.0,46.420979020979026,70.655
Austria,9.0,MEDIUM,9.0,46.420979020979026,70.628
Austria,10.0,MEDIUM,10.0,46.420979020979026,71.263
Austria,11.0,MEDIUM,11.0,46.420979020979026,71.281
Austria,12.0,MEDIUM,12.0,46.420979020979026,71.135
Austria,13.0,MEDIUM,13.0,46.420979020979026,71.321
Austria,14.0,MEDIUM,14.0,46.420979020979026,71.44
Austria,15.0,MEDIUM,15.0,46.420979020979026,71.471
Austria,16.0,MEDIUM,16.0,46.420979020979026,71.382
Austria,17.0,MEDIUM,17.0,46.420979020979026,71.459
Austria,18.0,MEDIUM,18.0,46.420979020979026,71.297
Austria,19.0,MEDIUM,19.0,46.420979020979026,71.569
Austria,20.0,MEDIUM,20.0,46.420979020979026,71.531
Austria,21.0,MEDIUM,21.0,46.420979020979026,71.641
Austria,22.0,MEDIUM,22.0,46.420979020979026,75.077
Austria,23.0,MEDIUM,1.0,46.420979020979026,86.769
Austria,24.0,MEDIUM,2.0,46.420979020979026,69.563
Austria,25.0,MEDIUM,3.0,46.420979020979026,69.792
Austria,26.0,MEDIUM,4.0,46.420979020979026,70.037
Austria,27.0,MEDIUM,5.0,46.420979020979026,69.864
Austria,28.0,MEDIUM,6.0,46.420979020979026,70.085
Austria,29.0,MEDIUM,7.0,46.420979020979026,70.157
Austria,30.0,MEDIUM,8.0,46.420979020979026,70.18
Austria,31.0,MEDIUM,9.0,46.420979020979026,69.936
Austria,32.0,MEDIUM,10.0,46.420979020979026,70.219
Austria,33.0,MEDIUM,11.0,46.420979020979026,70.093
Austria,34.0,MEDIUM,12.0,46.420979020979026,70.26
Austria,35.0,MEDIUM,13.0,46.420979020979026,70.524
Austria,36.0,MEDIUM,14.0,46.420979020979026,70.598
Austria,37.0,MEDIUM,15.0,46.420979020979026,70.506
Austria,38.0,MEDIUM,16.0,46.420979020979026,70.64
Austria,39.0,MEDIUM,17.0,46.420979020979026,70.724
Austria,40.0,MEDIUM,18.0,46.420979020979026,70.761
Austria,41.0,MEDIUM,19.0,46.420979020979026,71.167
Austria,42.0,MEDIUM,20.0,46.420979020979026,70.797
Austria,43.0,MEDIUM,21.0,46.420979020979026,70.784
Austria,44.0,MEDIUM,22.0,46.420979020979026,71.385
Austria,45.0,MEDIUM,23.0,46.420979020979026,71.402
Austria,46.0,MEDIUM,24.0,46.420979020979026,75.687
Austria,47.0,HARD,1.0,46.420979020979026,86.144
Austria,48.0,HARD,2.0,46.420979020979026,69.164
Austria,49.0,HARD,3.0,46.420979020979026,69.288
Austria,50.0,HARD,4.0,46.420979020979026,69.342
Austria,51.0,HARD,5.0,46.420979020979026,69.759
Austria,52.0,HARD,6.0,46.420979020979026,69.881
Austria,53.0,HARD,7.0,46.420979020979026,69.872
Austria,54.0,HARD,8.0,46.420979020979026,70.372
Austria,55.0,HARD,9.0,46.420979020979026,69.895
Austria,56.0,HARD,10.0,46.420979020979026,69.711
Austria,57.0,HARD,11.0,46.420979020979026,70.064
Austria,58.0,HARD,12.0,46.420979020979026,70.002
Austria,59.0,HARD,13.0,46.420979020979026,69.961
Austria,60.0,HARD,14.0,46.420979020979026,70.065
Austria,61.0,HARD,15.0,46.420979020979026,69.611
Austria,62.0,HARD,16.0,46.420979020979026,70.05
Austria,63.0,HARD,17.0,46.420979020979026,70.042
Austria,65.0,HARD,19.0,46.420979020979026,70.278
Austria,67.0,HARD,21.0,46.420979020979026,69.352
Austria,68.0,HARD,22.0,46.420979020979026,69.645
Austria,69.0,HARD,23.0,46.420979020979026,69.747
Austria,70.0,HARD,24.0,46.420979020979026,69.627
Austria,71.0,HARD,25.0,46.420979020979026,70.193
Austria,1.0,MEDIUM,1.0,46.420979020979026,76.95
Austria,2.0,MEDIUM,2.0,46.420979020979026,70.541
Austria,3.0,MEDIUM,3.0,46.420979020979026,70.743
Austria,4.0,MEDIUM,4.0,46.420979020979026,70.81
Austria,5.0,MEDIUM,5.0,46.420979020979026,70.607
Austria,6.0,MEDIUM,6.0,46.420979020979026,71.246
Austria,7.0,MEDIUM,7.0,46.420979020979026,71.094
Austria,8.0,MEDIUM,8.0,46.420979020979026,71.351
Austria,9.0,MEDIUM,9.0,46.420979020979026,71.024
Austria,10.0,MEDIUM,10.0,46.420979020979026,71.369
Austria,11.0,MEDIUM,11.0,46.420979020979026,71.394
Austria,12.0,MEDIUM,12.0,46.420979020979026,71.153
Austria,13.0,MEDIUM,13.0,46.420979020979026,71.3
Austria,14.0,MEDIUM,14.0,46.420979020979026,71.424
Austria,15.0,MEDIUM,15.0,46.420979020979026,71.665
Austria,16.0,MEDIUM,16.0,46.420979020979026,71.484
Austria,17.0,MEDIUM,17.0,46.420979020979026,71.535
Austria,18.0,MEDIUM,18.0,46.420979020979026,71.577
Austria,19.0,MEDIUM,19.0,46.420979020979026,71.753
Austria,20.0,MEDIUM,20.0,46.420979020979026,71.741
Austria,21.0,MEDIUM,21.0,46.420979020979026,71.86
Austria,22.0,MEDIUM,22.0,46.420979020979026,71.366
Austria,23.0,MEDIUM,23.0,46.420979020979026,71.224
Austria,24.0,MEDIUM,24.0,46.420979020979026,71.335
Austria,25.0,MEDIUM,25.0,46.420979020979026,74.343
Austria,26.0,HARD,1.0,46.420979020979026,87.077
Austria,27.0,HARD,2.0,46.420979020979026,70.295
Austria,28.0,HARD,3.0,46.420979020979026,70.276
Austria,29.0,HARD,4.0,46.420979020979026,69.985
Austria,30.0,HARD,5.0,46.420979020979026,70.423
Austria,31.0,HARD,6.0,46.420979020979026,69.994
Austria,32.0,HARD,7.0,46.420979020979026,69.767
Austria,33.0,HARD,8.0,46.420979020979026,69.516
Austria,34.0,HARD,9.0,46.420979020979026,69.779
Austria,35.0,HARD,10.0,46.420979020979026,70.238
Austria,36.0,HARD,11.0,46.420979020979026,70.298
Austria,37.0,HARD,12.0,46.420979020979026,70.176
Austria,38.0,HARD,13.0,46.420979020979026,70.401
Austria,39.0,HARD,14.0,46.420979020979026,70.57
Austria,40.0,HARD,15.0,46.420979020979026,70.649
Austria,41.0,HARD,16.0,46.420979020979026,70.729
Austria,42.0,HARD,17.0,46.420979020979026,71.252
Austria,43.0,HARD,18.0,46.420979020979026,70.772
Austria,44.0,HARD,19.0,46.420979020979026,71.217
Austria,45.0,HARD,20.0,46.420979020979026,70.617
Austria,46.0,HARD,21.0,46.420979020979026,70.562
Austria,47.0,HARD,22.0,46.420979020979026,71.024
Austria,48.0,HARD,23.0,46.420979020979026,70.578
Austria,49.0,HARD,24.0,46.420979020979026,70.661
Austria,50.0,HARD,25.0,46.420979020979026,70.517
Austria,51.0,HARD,26.0,46.420979020979026,73.906
Austria,52.0,MEDIUM,1.0,46.420979020979026,85.352
Austria,53.0,MEDIUM,2.0,46.420979020979026,69.088
Austria,54.0,MEDIUM,3.0,46.420979020979026,69.014
Austria,55.0,MEDIUM,4.0,46.420979020979026,68.837
Austria,56.0,MEDIUM,5.0,46.420979020979026,68.697
Austria,57.0,MEDIUM,6.0,46.420979020979026,69.048
Austria,58.0,MEDIUM,7.0,46.420979020979026,69.441
Austria,59.0,MEDIUM,8.0,46.420979020979026,69.627
Austria,60.0,MEDIUM,9.0,46.420979020979026,69.616
Austria,61.0,MEDIUM,10.0,46.420979020979026,69.487
Austria,62.0,MEDIUM,11.0,46.420979020979026,69.634
Austria,63.0,MEDIUM,12.0,46.420979020979026,69.986
Austria,65.0,MEDIUM,14.0,46.420979020979026,70.14
Austria,67.0,MEDIUM,16.0,46.420979020979026,69.532
Austria,68.0,MEDIUM,17.0,46.420979020979026,69.241
Austria,69.0,MEDIUM,18.0,46.420979020979026,69.159
Austria,70.0,MEDIUM,19.0,46.420979020979026,69.989
Austria,71.0,MEDIUM,20.0,46.420979020979026,69.668
Austria,1.0,MEDIUM,1.0,46.420979020979026,75.456
Austria,2.0,MEDIUM,2.0,46.420979020979026,70.719
Austria,3.0,MEDIUM,3.0,46.420979020979026,70.828
Austria,4.0,MEDIUM,4.0,46.420979020979026,70.544
Austria,5.0,MEDIUM,5.0,46.420979020979026,70.401
Austria,6.0,MEDIUM,6.0,46.420979020979026,70.68
Austria,7.0,MEDIUM,7.0,46.420979020979026,71.222
Austria,8.0,MEDIUM,8.0,46.420979020979026,71.137
Austria,9.0,MEDIUM,9.0,46.420979020979026,70.723
Austria,10.0,MEDIUM,10.0,46.420979020979026,70.944
Austria,11.0,MEDIUM,11.0,46.420979020979026,70.839
Austria,12.0,MEDIUM,12.0,46.420979020979026,71.015
Austria,13.0,MEDIUM,13.0,46.420979020979026,71.309
Austria,14.0,MEDIUM,14.0,46.420979020979026,71.357
Austria,15.0,MEDIUM,15.0,46.420979020979026,71.572
Austria,16.0,MEDIUM,16.0,46.420979020979026,71.462
Austria,17.0,MEDIUM,17.0,46.420979020979026,71.706
Austria,18.0,MEDIUM,18.0,46.420979020979026,71.491
Austria,19.0,MEDIUM,19.0,46.420979020979026,71.839
Austria,20.0,MEDIUM,20.0,46.420979020979026,71.712
Austria,21.0,MEDIUM,21.0,46.420979020979026,71.807
Austria,22.0,MEDIUM,22.0,46.420979020979026,74.879
Austria,23.0,HARD,1.0,46.420979020979026,86.784
Austria,24.0,HARD,2.0,46.420979020979026,70.011
Austria,25.0,HARD,3.0,46.420979020979026,69.889
Austria,26.0,HARD,4.0,46.420979020979026,70.134
Austria,27.0,HARD,5.0,46.420979020979026,70.239
Austria,28.0,HARD,6.0,46.420979020979026,70.059
Austria,29.0,HARD,7.0,46.420979020979026,70.218
Austria,30.0,HARD,8.0,46.420979020979026,70.327
Austria,31.0,HARD,9.0,46.420979020979026,70.108
Austria,32.0,HARD,10.0,46.420979020979026,70.244
Austria,33.0,HARD,11.0,46.420979020979026,70.141
Austria,34.0,HARD,12.0,46.420979020979026,70.162
Austria,35.0,HARD,13.0,46.420979020979026,70.509
Austria,36.0,HARD,14.0,46.420979020979026,70.473
Austria,37.0,HARD,15.0,46.420979020979026,70.476
Austria,38.0,HARD,16.0,46.420979020979026,71.04
Austria,39.0,HARD,17.0,46.420979020979026,70.842
Austria,40.0,HARD,18.0,46.420979020979026,70.748
Austria,41.0,HARD,19.0,46.420979020979026,70.729
Austria,42.0,HARD,20.0,46.420979020979026,70.906
Austria,43.0,HARD,21.0,46.420979020979026,70.813
Austria,44.0,HARD,22.0,46.420979020979026,71.214
Austria,45.0,HARD,23.0,46.420979020979026,71.081
Austria,46.0,HARD,24.0,46.420979020979026,71.088
Austria,47.0,HARD,25.0,46.420979020979026,74.811
Austria,48.0,MEDIUM,1.0,46.420979020979026,86.343
Austria,49.0,MEDIUM,2.0,46.420979020979026,69.555
Austria,50.0,MEDIUM,3.0,46.420979020979026,69.357
Austria,51.0,MEDIUM,4.0,46.420979020979026,69.412
Austria,52.0,MEDIUM,5.0,46.420979020979026,70.099
Austria,53.0,MEDIUM,6.0,46.420979020979026,69.981
Austria,54.0,MEDIUM,7.0,46.420979020979026,69.546
Austria,55.0,MEDIUM,8.0,46.420979020979026,69.464
Austria,56.0,MEDIUM,9.0,46.420979020979026,69.282
Austria,57.0,MEDIUM,10.0,46.420979020979026,69.713
Austria,58.0,MEDIUM,11.0,46.420979020979026,69.921
Austria,59.0,MEDIUM,12.0,46.420979020979026,70.192
Austria,60.0,MEDIUM,13.0,46.420979020979026,69.734
Austria,61.0,MEDIUM,14.0,46.420979020979026,69.92
Austria,62.0,MEDIUM,15.0,46.420979020979026,69.957
Austria,63.0,MEDIUM,16.0,46.420979020979026,70.047
Austria,65.0,MEDIUM,18.0,46.420979020979026,71.631
Austria,67.0,MEDIUM,20.0,46.420979020979026,69.66
Austria,68.0,MEDIUM,21.0,46.420979020979026,70.381
Austria,69.0,MEDIUM,22.0,46.420979020979026,69.742
Austria,70.0,MEDIUM,23.0,46.420979020979026,69.701
Austria,71.0,MEDIUM,24.0,46.420979020979026,69.607
Austria,1.0,MEDIUM,1.0,46.420979020979026,74.84
Austria,2.0,MEDIUM,2.0,46.420979020979026,70.53
Austria,3.0,MEDIUM,3.0,46.420979020979026,70.723
Austria,4.0,MEDIUM,4.0,46.420979020979026,70.621
Austria,5.0,MEDIUM,5.0,46.420979020979026,70.476
Austria,6.0,MEDIUM,6.0,46.420979020979026,72.037
Austria,7.0,MEDIUM,7.0,46.420979020979026,71.198
Austria,8.0,MEDIUM,8.0,46.420979020979026,71.21
Austria,9.0,MEDIUM,9.0,46.420979020979026,70.981
Austria,10.0,MEDIUM,10.0,46.420979020979026,70.997
Austria,11.0,MEDIUM,11.0,46.420979020979026,71.217
Austria,12.0,MEDIUM,12.0,46.420979020979026,71.237
Austria,13.0,MEDIUM,13.0,46.420979020979026,71.354
Austria,14.0,MEDIUM,14.0,46.420979020979026,71.499
Austria,15.0,MEDIUM,15.0,46.420979020979026,71.664
Austria,16.0,MEDIUM,16.0,46.420979020979026,71.515
Austria,17.0,MEDIUM,17.0,46.420979020979026,71.614
Austria,18.0,MEDIUM,18.0,46.420979020979026,71.517
Austria,19.0,MEDIUM,19.0,46.420979020979026,72.152
Austria,20.0,MEDIUM,20.0,46.420979020979026,71.868
Austria,21.0,MEDIUM,21.0,46.420979020979026,75.73
Austria,22.0,HARD,1.0,46.420979020979026,86.914
Austria,23.0,HARD,2.0,46.420979020979026,70.131
Austria,24.0,HARD,3.0,46.420979020979026,70.296
Austria,25.0,HARD,4.0,46.420979020979026,70.257
Austria,26.0,HARD,5.0,46.420979020979026,70.374
Austria,27.0,HARD,6.0,46.420979020979026,70.254
Austria,28.0,HARD,7.0,46.420979020979026,70.148
Austria,29.0,HARD,8.0,46.420979020979026,70.171
Austria,30.0,HARD,9.0,46.420979020979026,70.367
Austria,31.0,HARD,10.0,46.420979020979026,70.388
Austria,32.0,HARD,11.0,46.420979020979026,70.566
Austria,33.0,HARD,12.0,46.420979020979026,70.211
Austria,34.0,HARD,13.0,46.420979020979026,70.128
Austria,35.0,HARD,14.0,46.420979020979026,70.566
Austria,36.0,HARD,15.0,46.420979020979026,70.671
Austria,37.0,HARD,16.0,46.420979020979026,70.479
Austria,38.0,HARD,17.0,46.420979020979026,70.677
Austria,39.0,HARD,18.0,46.420979020979026,70.638
Austria,40.0,HARD,19.0,46.420979020979026,70.621
Austria,41.0,HARD,20.0,46.420979020979026,70.997
Austria,42.0,HARD,21.0,46.420979020979026,70.946
Austria,43.0,HARD,22.0,46.420979020979026,70.802
Austria,44.0,HARD,23.0,46.420979020979026,71.331
Austria,45.0,HARD,24.0,46.420979020979026,70.877
Austria,46.0,HARD,25.0,46.420979020979026,70.86
Austria,47.0,HARD,26.0,46.420979020979026,71.283
Austria,48.0,HARD,27.0,46.420979020979026,71.942
Austria,49.0,HARD,28.0,46.420979020979026,70.919
Austria,50.0,HARD,29.0,46.420979020979026,70.941
Austria,51.0,HARD,30.0,46.420979020979026,71.228
Austria,52.0,HARD,31.0,46.420979020979026,71.331
Austria,53.0,HARD,32.0,46.420979020979026,75.339
Austria,54.0,MEDIUM,1.0,46.420979020979026,92.851
Austria,55.0,MEDIUM,2.0,46.420979020979026,69.963
Austria,56.0,MEDIUM,3.0,46.420979020979026,70.092
Austria,57.0,MEDIUM,4.0,46.420979020979026,70.044
Austria,58.0,MEDIUM,5.0,46.420979020979026,69.905
Austria,59.0,MEDIUM,6.0,46.420979020979026,69.792
Austria,60.0,MEDIUM,7.0,46.420979020979026,69.81
Austria,61.0,MEDIUM,8.0,46.420979020979026,69.562
Austria,62.0,MEDIUM,9.0,46.420979020979026,70.105
Austria,64.0,MEDIUM,11.0,46.420979020979026,69.98
Austria,67.0,MEDIUM,14.0,46.420979020979026,69.592
Austria,68.0,MEDIUM,15.0,46.420979020979026,69.86
Austria,69.0,MEDIUM,16.0,46.420979020979026,70.438
Austria,70.0,MEDIUM,17.0,46.420979020979026,70.645
Austria,71.0,MEDIUM,18.0,46.420979020979026,70.413
Austria,1.0,MEDIUM,1.0,46.420979020979026,72.05
Austria,2.0,MEDIUM,2.0,46.420979020979026,69.938
Austria,3.0,MEDIUM,3.0,46.420979020979026,69.857
Austria,4.0,MEDIUM,4.0,46.420979020979026,69.903
Austria,5.0,MEDIUM,5.0,46.420979020979026,70.005
Austria,6.0,MEDIUM,6.0,46.420979020979026,70.238
Austria,7.0,MEDIUM,7.0,46.420979020979026,70.22
Austria,8.0,MEDIUM,8.0,46.420979020979026,70.331
Austria,9.0,MEDIUM,9.0,46.420979020979026,70.6
Austria,10.0,MEDIUM,10.0,46.420979020979026,70.596
Austria,11.0,MEDIUM,11.0,46.420979020979026,70.562
Austria,12.0,MEDIUM,12.0,46.420979020979026,70.512
Austria,13.0,MEDIUM,13.0,46.420979020979026,70.955
Austria,14.0,MEDIUM,14.0,46.420979020979026,70.707
Austria,15.0,MEDIUM,15.0,46.420979020979026,71.028
Austria,16.0,MEDIUM,16.0,46.420979020979026,70.957
Austria,17.0,MEDIUM,17.0,46.420979020979026,70.981
Austria,18.0,MEDIUM,18.0,46.420979020979026,71.364
Austria,19.0,MEDIUM,19.0,46.420979020979026,71.515
Austria,20.0,MEDIUM,20.0,46.420979020979026,71.548
